REC_ID,REC2_ID,CULTURE,SEX,AGE,DATE_OF_BIRTH,TITLE,GIVEN_NAME,SURNAME,STATE,SUBURB,POSTCODE,STREET_NUMBER,ADDRESS_1,ADDRESS_2,PHONE_NUMBER,SOC_SEC_ID,BLOCKING_NUMBER,FAMILY_ROLE,ID
"
rec-66975-org",rec-55727-org," usa"," f"," "," 19840913"," mr"," michaela"," albert"," "," oak flats"," 2478"," 6"," fitzalan street"," "," "," 3620496"," 2"," NoRole",1115
"
rec-9808-org",rec-51794-org," chi"," "," 23"," "," "," wilson"," xi"," nsw"," north narrabeen"," 3095"," 26"," medley street"," peridon vlge"," 07 75071801"," 1056780"," 4"," NoRole",1116
"
rec-83744-org",rec-9021-org," sri"," f"," "," 19571215"," "," tynan"," desoysa"," vic"," goulburn weir"," 5016"," 38"," jansz crescent"," "," 8 30206057"," 7814595"," 0"," NoRole",1117
"
rec-64899-dup-1",rec-45286-org," eng"," "," 27"," 19891122"," "," broocke"," attwater"," nsw"," oecsley vale"," 4217"," 38"," bamir square"," "," 02 83316079"," 1177477"," 8"," NoRole",1118
"
rec-16602-dup-1",rec-26883-org," ind"," f"," z5"," 19910606"," "," solomon"," vasandmalani"," wa"," white peak"," 3183"," 33"," murchison street"," "," 808941749"," 5218560"," 6"," NoRole",1119
"
rec-33650-dup-0",rec-26888-org," sri"," f"," 28"," 19880924"," "," sarah"," kaluantharana"," qld"," wilston"," 6153"," 1"," hopetoun circuit"," "," 613 20794501"," 9689062"," 9"," NoRole",1120
"
rec-95494-org",rec-5896-org," eng"," f"," "," 19130425"," "," james"," tennyson"," vic"," "," 2121"," 35"," ijong street"," "," 07 91327800"," 8812195"," 8"," NoRole",1121
"
rec-91379-org",rec-22670-org," usa"," m"," 22"," 19940807"," "," shaun"," bowen"," vic"," labertouche"," 6530"," 32"," wheeler crescent"," murga ridge"," 03 95526019"," 5917118"," 4"," NoRole",1122
"
rec-14295-dup-1",rec-2123-org," eng"," f"," 32"," 19840407"," pfc"," lillian"," apramson"," nsw"," bexhill"," 5152"," 39"," clarey crestcent"," mountain view village"," 612 29863415"," 7184461"," 7"," NoRole",1123
"
rec-43564-org",rec-46895-org," chi"," f"," 37"," 19790525"," "," ned"," jyu"," vic"," altona meadows"," 2165"," 1"," cotton street"," "," 8 35049465"," 2199507"," 1"," NoRole",1124
"
rec-8660-org",rec-4719-org," chi"," f"," 11"," 20050606"," "," lewis"," hsueh"," nsw"," banjup"," 2480"," 10"," dawes street"," lochlee"," 2 80517694"," 5134711"," 7"," NoRole",1125
"
rec-91759-dup-0",rec-92945-org," eng"," "," 29"," 19870809"," ms"," talena"," milburn"," vic"," cosgrove"," 4510"," "," howitt st eet"," "," 618 46802957"," 48563 26"," 3"," NoRole",1126
"
rec-72467-org",rec-66038-org," cze"," m"," 35"," 19810402"," "," melinda"," venko"," act"," farrer"," 4151"," 28"," scrivener street"," "," 02 00147604"," 3421700"," 9"," NoRole",1127
"
rec-82159-dup-0",rec-20986-org," cze"," "," "," 19481022"," ms"," "," kubik"," vic"," kanyapella"," 7330"," 25"," gula place"," "," 04 34152443"," 1923564"," 7"," NoRole",1128
"
rec-47401-org",rec-58301-org," unk"," m"," 26"," 19900615"," "," jamie"," scopel"," qld"," fifteen mile"," 3135"," 124"," douglas place"," hse 558"," 613 05190519"," 4000562"," 9"," NoRole",1129
"
rec-19015-dup-0",rec-96760-org," eng"," m"," 32"," 19840915"," "," monique"," abrahamj"," vic"," grassmer"," 4105"," 31"," willcock place"," "," 03 51124284"," 4283030"," 9"," NoRole",1130
"
rec-38178-org",rec-46500-org," usa"," f"," 29"," 19870120"," "," isabella"," trujillo"," nsw"," crookwell"," 3108"," 1"," marr street"," "," 2 00525970"," 5419068"," 5"," NoRole",1131
"
rec-8364-org",rec-85717-org," ira"," "," "," "," pfc"," alexa-rose"," parsa"," "," st andrews"," 2566"," 6"," serpentine street"," "," "," 9172771"," 6"," NoRole",1132
"
rec-2694-org",rec-58478-org," eng"," m"," 25"," 19911017"," "," shane"," hamm"," nsw"," cordeaux heights"," 3124"," 30"," ingamells street"," "," 2 92590509"," 3581428"," 1"," NoRole",1133
"
rec-53472-org",rec-76457-org," usa"," m"," 20"," 19960507"," mr"," annabella"," hays"," qld"," bondi junction"," 2852"," 2"," antill street"," "," 02 28269880"," 2264943"," 7"," NoRole",1134
"
rec-505-dup-0",rec-37068-org," ind"," f"," 1 "," 20061218"," ms"," caitlin"," nidra"," nsw"," beaumaris"," 6168"," 72"," "," "," 02 27398639"," 7709 81"," 7"," NoRole",1135
"
rec-41689-org",rec-99863-org," cze"," f"," 26"," 19900416"," "," mitchell"," "," nsw"," bonnyrigg heights"," 3169"," 10"," mcghie place"," "," 2 32608792"," 7835734"," 2"," NoRole",1136
"
rec-97895-dup-1",rec-18253-org," jap"," f"," 36"," 19800601"," "," braedon"," hoahri"," nsw"," ruthven"," 4305"," 17"," marshall strit"," villa 2"," "," 3688978"," 6"," NoRole",1137
"
rec-36368-dup-0",rec-31294-org," usa"," f"," 22"," 19940629"," mr"," laklynn"," wallace"," nsw"," "," 4300"," 31"," burkitrstreet"," "," "," 6542328"," 6"," NoRole",1138
"
rec-80057-dup-0",rec-55170-org," afg"," f"," 29"," "," "," fly n"," ghurghasht"," nsw"," kingsgrove"," 4152"," 57"," disney c urt"," "," 2 93261424"," 7579112"," 8"," NoRole",1139
"
rec-33158-org",rec-74921-org," eng"," "," 39"," 19770705"," ms"," lauren"," mottershead"," vic"," kealba"," 3844"," 16"," gooreen street"," maclee"," 618 85312251"," 2510782"," 0"," NoRole",1140
"
rec-52013-org",rec-48152-org," eng"," f"," 21"," 19951228"," "," abby"," royceston"," vic"," blackburn south"," 2257"," 11"," grayson street"," "," 02 58964779"," 8880354"," 1"," NoRole",1141
"
rec-61880-org",rec-16342-org," cze"," "," 27"," 19890204"," "," lachlan"," "," vic"," balliang"," 6009"," 46"," dickinson street"," briardale"," 618 13131590"," 1874435"," 9"," NoRole",1142
"
rec-93348-org",rec-44988-org," ind"," f"," 30"," 19861230"," "," april"," ramila"," qld"," little mountain"," 2763"," 27"," trumble street"," wunpalm"," 3 48384253"," 7784699"," 7"," NoRole",1143
"
rec-57331-org",rec-62197-org," chi"," m"," 23"," 19930402"," "," alexandra"," luan"," qld"," hideaway bay"," 4800"," 108"," rosebery street"," monier square"," 03 00708837"," 5703344"," 3"," NoRole",1144
"
rec-84312-org",rec-85619-org," unk"," f"," "," 19050319"," "," jayden"," sclafani"," qld"," collinsville"," 4650"," 57"," matina street"," "," 3 09467309"," 7382470"," 0"," NoRole",1145
"
rec-9355-org",rec-41421-org," eng"," f"," 29"," 19870614"," dr"," dante"," boivin"," nsw"," ungarie"," 2641"," 267"," trickett street"," court units"," 2 02329937"," 5007469"," 3"," NoRole",1146
"
rec-72477-dup-1",rec-59203-org," eng"," m"," 23"," 19930911"," "," ambeah"," granger"," nsw"," balgolah"," 2099"," 4"," "," "," 612 51031659"," 2387106"," 4"," NoRole",1147
"
rec-46382-org",rec-61981-org," chi"," f"," 38"," "," "," jacob"," pan"," qld"," main beach"," 3042"," 47"," hickenbotham street"," buffel rise"," 04 30021800"," 1927741"," 2"," NoRole",1148
"
rec-40094-dup-0",rec-42865-org," eng"," "," 11"," 20050421"," "," benjamin"," victor"," tas"," black hills"," 0812"," 53"," canberra avenue"," rowethorpe"," 07 62655402"," 1322316"," 5"," NoRole",1149
"
rec-1731-org",rec-38716-org," unk"," f"," "," 19120813"," "," joshua"," strampher"," nsw"," arndell park"," 3171"," 16"," walker crescent"," "," 2 85249269"," 6225403"," 4"," NoRole",1150
"
rec-45885-dup-0",rec-35534-org," unk"," f"," 21"," 19950417"," "," bethany"," abbatista"," nsw"," michelago"," 312 "," 7 "," arunta street"," "," 02 36656000"," 5273349"," 3"," NoRole",1151
"
rec-9832-org",rec-12841-org," jap"," m"," "," 19870423"," ms"," sarah"," tomimoto"," qld"," macalister"," 3032"," 28"," dooring street"," flt 10"," "," 6454725"," 4"," NoRole",1152
"
rec-59540-org",rec-73139-org," ind"," f"," "," 19090224"," "," danny"," mukundan"," nsw"," kanahooka"," 2487"," 4"," hewlett circuit"," "," 612 76122181"," 1093038"," 4"," NoRole",1153
"
rec-42801-org",rec-752-org," usa"," f"," 24"," 19920317"," ms"," liam"," pratt"," vic"," katandra"," 3058"," 55"," malindi place"," student village"," 8 40156612"," 9311783"," 9"," NoRole",1154
"
rec-76010-org",rec-57608-org," chi"," f"," 34"," 19821030"," "," harriet"," poon"," vic"," blind bight"," 4270"," 3"," manning street"," "," 8 21928374"," 8109515"," 8"," NoRole",1155
"
rec-35941-org",rec-38431-org," chi"," f"," "," 19690120"," "," lachlan"," tung"," vic"," mornington"," 2680"," 128"," mortlock circuit"," orana gardens retirement village"," "," 5100503"," 6"," NoRole",1156
"
rec-99399-dup-0",rec-48006-org," usa"," "," 29"," 19870523"," ms"," marcus"," varga s"," nsw"," wendoree park"," 3711"," 13"," parkhil  street"," cecil plains"," 02 39131456"," 6475221"," 5"," NoRole",1157
"
rec-58401-org",rec-44379-org," ger"," m"," 33"," 19831004"," ms"," timothy"," funk"," wa"," irishtown"," 2444"," 36"," kyabra place"," st johns terrace"," 04 62118500"," 2463707"," 4"," NoRole",1158
"
rec-70332-org",rec-52981-org," chi"," f"," 34"," 19820221"," "," thomas"," pong"," qld"," fulham"," 2602"," 15"," holder street"," edinburgh vlge"," 03 12958855"," 6809098"," 5"," NoRole",1159
"
rec-56440-org",rec-18054-org," eng"," f"," 27"," 19890218"," ms"," benjamin"," normanson"," qld"," college view"," 6065"," 6"," foxall street"," "," 613 29095101"," 6907912"," 0"," NoRole",1160
"
rec-26458-org",rec-43629-org," eng"," f"," 27"," 19890116"," "," macy"," morce"," wa"," talgomine"," 2340"," 178"," skinner street"," "," 618 07157547"," 5334806"," 9"," NoRole",1161
"
rec-52069-org",rec-34682-org," usa"," f"," 32"," 19840831"," "," emiily"," snider"," qld"," devon park"," 7321"," 10"," wilshire street"," "," 03 96789603"," 6800942"," 6"," NoRole",1162
"
rec-10980-org",rec-23477-org," usa"," f"," "," 19101214"," "," ryan"," "," vic"," nareen"," 2880"," 3"," may gibbs close"," killuke"," 08 64355865"," 4437390"," 7"," NoRole",1163
"
rec-86588-dup-1",rec-79204-org," ser"," f","  9"," 19971108"," "," sar ah"," trivic"," vic"," glen creek"," 2095"," 385"," "," hallsville"," 08 84393745"," 5744950"," 9"," NoRole",1164
"
rec-60140-org",rec-83805-org," unk"," f"," 36"," 19801201"," ms"," lily"," abat"," qld"," alderley"," 4858"," 68"," millhouse crescent"," "," 613 16973929"," 9314791"," 3"," NoRole",1165
"
rec-28154-dup-0",rec-69039-org," cze"," f"," 26"," 19900926"," "," benjamin"," bill "," wa"," warmun"," 4019"," Z7"," fernie place"," ashell"," 8 43965475"," 4723521"," 4"," NoRole",1166
"
rec-26481-org",rec-97811-org," chi"," m"," 26"," 19900809"," ms"," daniel"," lo"," sa"," hamilton"," 6701"," 170"," nunan crescent"," "," "," 6853383"," 1"," NoRole",1167
"
rec-51650-org",rec-25129-org," rom"," "," 34"," 19821005"," "," jessica"," "," vic"," "," 4680"," 3"," ardlethan street"," leisure living vlge"," 618 29300589"," 2323997"," 3"," NoRole",1168
"
rec-2535-org",rec-48310-org," usa"," f"," 28"," 19880919"," "," emiily"," ashley"," "," oakhurst"," 2795"," 7"," dixon drive"," "," 07 12316950"," 6198512"," 0"," NoRole",1169
"
rec-29889-org",rec-33606-org," unk"," "," 31"," 19850120"," "," oliver"," aaron"," nsw"," narooma"," 2171"," 3"," needham place"," edinburgh vlge"," 612 28974134"," 3276159"," 5"," NoRole",1170
"
rec-47414-org",rec-66662-org," ser"," f"," 36"," 19800521"," "," cooper"," brychta"," qld"," lake bathurst"," 3820"," 10"," bemboka crescent"," cawthorns"," 613 30477062"," 4182070"," 9"," NoRole",1171
"
rec-84365-org",rec-2406-org," ind"," f"," "," 19890228"," "," alissa"," shantinath"," vic"," werneth"," 4305"," 9"," freda bennett circuit"," "," 618 84612662"," 7051145"," 9"," NoRole",1172
"
rec-85817-dup-0",rec-37522-org," usa"," "," 37"," "," "," joel"," wilkinson"," sa"," elizabeyh east"," 2148"," 10"," rivett street"," "," 617 74748034"," 6708212"," 5"," NoRole",1173
"
rec-30559-dup-0",rec-21294-org," eng"," f"," 27"," 19890815"," "," oliver"," broadbent"," nt"," haasts bluff"," 226 "," 6 "," clancy street"," "," 03 98833917"," 7801241"," 1"," NoRole",1174
"
rec-8997-org",rec-49893-org," unk"," m"," 29"," 19870808"," "," shannon"," aani"," "," lower templestowe"," 4216"," 53"," vagabond crescent"," "," 07 04238922"," 7119947"," 1"," NoRole",1175
"
rec-70822-org",rec-23820-org," usa"," m"," "," 19090520"," "," kristen"," chapman"," vic"," heathcote junction"," 4570"," 61"," carlile street"," "," 8 21517698"," 6492140"," 3"," NoRole",1176
"
rec-60709-org",rec-79690-org," ina"," f"," 32"," 19840819"," hon"," sophie"," gunawan"," tas"," aberdeen"," 3150"," 19"," zeal place"," yarrabin"," 617 79133048"," 6428372"," 3"," NoRole",1177
"
rec-1880-dup-0",rec-97946-org," usa"," "," 9"," "," mr"," helena"," lucas"," vva"," naturaliste"," 2034"," 12"," knokeavenue"," halcooma"," 8 88409456"," 7389691"," 9"," NoRole",1178
"
rec-88829-org",rec-36899-org," chi"," f"," 28"," 19880112"," "," imogen"," "," qld"," lyra"," 2151"," 67"," green street"," villa 513"," 08 80230924"," 5768525"," 9"," NoRole",1179
"
rec-79017-org",rec-11368-org," ger"," f"," "," 19331109"," "," zoe"," ilgner"," nsw"," lower creek"," 3199"," 62"," westfield shoppingtown"," nunnook"," 02 98730388"," 2688030"," 6"," NoRole",1180
"
rec-31667-dup-1",rec-40741-org," usa"," f"," 36"," 19801023"," dr"," luke"," estes"," nt"," santa teresa"," 4113"," 12"," dare pflace"," "," 3 02115037"," 2851785"," 6"," NoRole",1181
"
rec-44758-org",rec-40366-org," unk"," f"," "," 19860306"," dr"," taylah"," strangway"," nsw"," wherrol flat"," 2500"," 1"," currong flats"," "," 612 61626117"," 1528335"," 7"," NoRole",1182
"
rec-55357-org",rec-5939-org," ind"," f"," 31"," 19851120"," mr"," hayden"," tuteja"," vic"," illowa"," 2095"," 2"," cossington smith crescent"," "," 08 95487557"," 5627473"," 4"," NoRole",1183
"
rec-22921-dup-1",rec-29439-org," chi"," f"," 32"," 19840819"," "," katelyn"," ly"," ww"," quindalup"," 2092"," 5"," wettenhall circuit"," mlc centre"," 08 12683592"," 8984205"," 4"," NoRole",1184
"
rec-94463-dup-0",rec-99116-org," ser"," f"," 30"," 19&60506"," mr"," luka"," kostuln ca"," vic"," cromer"," 3220"," 125"," badimara street"," "," 8 79149507"," 4225074"," 4"," NoRole",1185
"
rec-82398-org",rec-13597-org," eng"," "," 22"," 19941026"," "," daniel"," boivin"," sa"," hawthorn"," 2131"," 11"," cameron street"," "," "," 9765264"," 2"," NoRole",1186
"
rec-10452-org",rec-71878-org," usa"," f"," 26"," 19900201"," "," lily"," wright"," qld"," pinjarra hills"," 7258"," 24"," jensen street"," "," 03 03090391"," 3098333"," 4"," NoRole",1187
"
rec-70041-org",rec-18484-org," swe"," f"," "," "," "," nicholas"," burstrom"," qld"," harper creek"," 2650"," 15"," halfrey circuit"," "," 613 22737342"," 4464662"," 0"," NoRole",1188
"
rec-13737-org",rec-45818-org," usa"," "," 30"," 19860830"," ms"," sam"," robbins"," vic"," terang"," 3043"," 30"," newman morris circuit"," marsden hall"," 618 15520430"," 5233959"," 2"," NoRole",1189
"
rec-25600-org",rec-90603-org," usa"," f"," 30"," "," "," william"," higgins"," nsw"," warwick farm"," 4575"," 107"," numeralla street"," "," 2 29212866"," 5238878"," 7"," NoRole",1190
"
rec-72337-org",rec-62256-org," ina"," "," 39"," 19770813"," mr"," chloe"," tjandra"," qld"," eight mile plains"," 4179"," 4"," theodore street"," "," 3 14341533"," 7843564"," 8"," NoRole",1191
"
rec-92744-org",rec-95472-org," "," f"," 30"," 19860820"," ms"," douglas"," morrison"," sa"," davoren park"," 5113"," 32"," ebden street"," "," "," 5626524"," 9"," NoRole",1192
"
rec-13050-dup-1",rec-80579-org," jew"," m"," "," "," "," pino"," wandjworth"," vic"," hopetoun gartens"," 6153"," 18"," sparkes close"," "," 08 72072730"," 2234547"," 0"," NoRole",1193
"
rec-28300-dup-0",rec-52045-org," usa"," f"," 37"," 19790812"," ms"," sara"," dixon"," nsw"," "," 2020"," 353"," ashby circuit"," rsm849"," 02 4583 808"," 7081099"," 2"," NoRole",1194
"
rec-90212-org",rec-2469-org," vie"," f"," 33"," 19830505"," "," emiily"," phuc"," nsw"," wattamondara"," 2460"," 313"," wendy ey place"," "," 02 68691720"," 4390399"," 6"," NoRole",1195
"
rec-33006-dup-1",rec-97974-org," eng"," f"," "," "," "," jacob"," hopson"," nswht"," ravensworth"," 3075"," 3"," gardiner street"," "," 02 93569458"," 7566246"," 1"," NoRole",1196
"
rec-34482-dup-0",rec-18281-org," abo"," "," 2 "," 19900427"," "," chloe"," worosun"," "," seddon"," 4132"," 1"," bambrid ge street"," "," 08 46337390"," 1194540"," 9"," NoRole",1197
"
rec-32951-dup-0",rec-7924-org," eng"," f"," 33"," 19830310"," "," cooper"," masterson"," vic"," kingston"," 4211"," 14"," greenough circuit"," cotton tree caravan park"," 08 14164201"," 5707837"," 7"," NoRole",1198
"
rec-50055-dup-0",rec-22407-org," unk"," "," 20"," 19961025"," "," kyl "," abbitt"," qld"," yagaburne"," 411 "," 21"," strahan row"," "," 07 20767238"," 7416623"," 8"," NoRole",1199
"
rec-53979-org",rec-39452-org," eng"," m"," 28"," "," "," talia"," mcnab"," sa"," armidale"," 2250"," 16"," saville close"," the mall"," 07 06253298"," 9707963"," 5"," NoRole",1200
"
rec-62650-org",rec-29781-org," usa"," f"," 20"," 19961105"," pfc"," jared"," barton"," nsw"," daroobalgie"," 4815"," 16"," gaunson crescent"," galloway"," 612 14940803"," 5910039"," 8"," NoRole",1201
"
rec-42937-org",rec-11556-org," unk"," f"," "," 19710702"," mr"," benjamin"," sclafani"," vic"," southland centre"," 5255"," 116"," spofforth street"," johamenline"," 8 36168090"," 9272583"," 4"," NoRole",1202
"
rec-49241-org",rec-87495-org," dut"," f"," 35"," 19810727"," "," jade"," peiffer"," nsw"," moss vale"," 6022"," 35"," keartland street"," emmaus vlge"," 02 87603461"," 8453452"," 7"," NoRole",1203
"
rec-17775-org",rec-30564-org," eng"," f"," 26"," 19900208"," "," matilda"," "," nsw"," dundas"," 2430"," 15"," gunyan place"," "," 612 12664682"," 2846679"," 9"," NoRole",1204
"
rec-97224-org",rec-75199-org," fre"," "," 19"," 19971231"," "," leah"," delonval"," vic"," westmere"," 3498"," 21"," wirraway crescent"," allanvale"," 08 47807520"," 7446754"," 8"," NoRole",1205
"
rec-71856-org",rec-78124-org," usa"," f"," 26"," "," ms"," brianna"," fuller"," nsw"," constitution hill"," 6430"," 19"," bolali place"," "," 612 24503635"," 2453484"," 2"," NoRole",1206
"
rec-41788-org",rec-3957-org," "," "," 19"," 19970522"," "," benjamin"," ryan"," qld"," eli waters"," 2770"," 516"," ingram street"," "," 3 31955736"," 2670894"," 0"," NoRole",1207
"
rec-59228-dup-1",rec-32618-org," usa"," f"," 37"," 19790311"," "," lil y"," patton"," vic"," karna "," 4059"," 85"," cowper street"," shamrock vale"," 08 65742424"," 3851566"," 5"," NoRole",1208
"
rec-72361-dup-0",rec-69004-org," usa"," f"," 26"," 19901212"," "," brooke"," hopper"," v i c"," kangaroo flat"," 3040"," 143"," john cleland crescent"," barwon vale"," 618 46780976"," 9103728"," 3"," NoRole",1209
"
rec-80405-dup-0",rec-77530-org," usa"," f"," 10"," "," pfc"," lochlan"," ter rell"," wa"," yandanooka"," 4805"," 5"," hazel smith crescent"," karinya lodge"," 618 64618609"," 95 72529"," 2"," NoRole",1210
"
rec-97982-org",rec-20440-org," unk"," f"," 34"," 19820818"," "," caitlin"," strapp"," vic"," eaglemont"," 5108"," 1830"," o'sullivan street"," "," 8 81775256"," 9528254"," 7"," NoRole",1211
"
rec-72808-org",rec-99080-org," chi"," f"," 20"," 19961123"," "," solomon"," liu"," nsw"," boulder"," 2441"," 71"," northbourne avenue"," glencot"," 612 96339127"," 7441669"," 4"," NoRole",1212
"
rec-17276-org",rec-95885-org," jap"," m"," 10"," 20060704"," "," molly"," nishiwaki"," vic"," alphington"," 3028"," 788"," "," hvd cottage"," 618 86533763"," 4258961"," 1"," NoRole",1213
"
rec-18880-org",rec-77327-org," usa"," f"," "," 19770910"," mr"," alexander"," hanson"," nsw"," university of wollongong"," 2768"," 300"," hillebrand street"," "," "," 1228680"," 0"," NoRole",1214
"
rec-98533-org",rec-23591-org," eng"," f"," 13"," "," "," michael"," fairclough"," sa"," willaston"," 6014"," 186"," majura avenue"," "," 617 52613200"," 1865558"," 9"," NoRole",1215
"
rec-57527-org",rec-16828-org," rus"," f"," "," 19811021"," "," charlotte"," demidenko"," qld"," bullcamp"," 7000"," 30"," broinowski place"," sunbury"," "," 7262285"," 1"," NoRole",1216
"
rec-17482-org",rec-5492-org," usa"," f"," 35"," 19810617"," "," jackson"," deleon"," vic"," valencia creek"," 6105"," 9"," goyder street"," legacy units"," 08 21259495"," 3804140"," 7"," NoRole",1217
"
rec-80574-org",rec-73164-org," unk"," f"," "," 19290816"," "," lewis"," abbondandola"," qld"," hollywell"," 3072"," 37"," william webb drive"," gumnut cottage"," 613 67267799"," 1733541"," 1"," NoRole",1218
"
rec-16034-dup-1",rec-44224-org," vie"," "," 31"," 19850505"," ms"," kirra"," xuan"," vic"," mun ruben"," 4018"," 140"," "," "," 618 162 68451"," 6400292"," 3"," NoRole",1219
"
rec-98642-org",rec-20081-org," chi"," f"," 26"," 19900724"," "," joshua"," zhu"," sa"," paradise"," 2148"," 15"," neilson street"," windsor lodge"," 617 87576552"," 2703079"," 4"," NoRole",1220
"
rec-6903-org",rec-70465-org," vie"," m"," 27"," 19890126"," mr"," liam"," thai"," nsw"," gilgai"," 4606"," 109"," mccubbin street"," "," 04 05840239"," 6647486"," 8"," NoRole",1221
"
rec-52810-org",rec-56055-org," unk"," "," 11"," 20050520"," "," meagan"," strampher"," sa"," truro"," 2040"," 227"," mina wylie crescent"," "," 7 98236179"," 6488432"," 1"," NoRole",1222
"
rec-24574-org",rec-31012-org," unk"," "," 9"," 20070203"," "," william"," abbetmeyer"," vic"," crowlands"," 3184"," 2"," fenston place"," locn 2093"," 618 12250237"," 2757332"," 2"," NoRole",1223
"
rec-82734-org",rec-60145-org," eng"," f"," 33"," 19830330"," ms"," rachael"," macdougall"," tas"," scamander"," 3072"," 70"," woodgrove close"," "," 07 98361914"," 8795815"," 6"," NoRole",1224
"
rec-81767-org",rec-36126-org," tur"," "," 30"," 19860628"," ms"," jake"," inonu"," nsw"," balickera"," 2650"," 10"," quinn street"," "," 612 85624772"," 2043731"," 6"," NoRole",1225
"
rec-11704-org",rec-34117-org," ind"," f"," 36"," 19801224"," "," joshua"," gulabani"," "," hocking"," 4350"," 125"," euree street"," "," 04 81783242"," 6816405"," 9"," NoRole",1226
"
rec-30444-dup-0",rec-71572-org," usa"," "," 28"," "," mr"," claudia"," burton"," ql "," tiaro"," 3909"," 1 "," currong street"," "," 613 04412156"," 2497637"," 3"," NoRole",1227
"
rec-28346-org",rec-92135-org," usa"," "," 27"," 19890330"," "," kayden"," booth"," vic"," regent west"," 2358"," 7"," chapman street"," donnachaidh"," 08 99168296"," 3348810"," 7"," NoRole",1228
"
rec-59416-org",rec-82428-org," usa"," f"," 26"," 19901115"," ms"," connor"," duran"," wa"," watercarrin"," 3194"," 50"," herington street"," "," 8 45514753"," 3685383"," 5"," NoRole",1229
"
rec-44160-org",rec-72620-org," eng"," "," 29"," 19870624"," ms"," sarah"," mcniel"," vic"," seaford"," "," 80"," mcintosh street"," "," 8 46510094"," 4902935"," 9"," NoRole",1230
"
rec-86539-org",rec-25053-org," usa"," f"," 24"," 19921228"," "," lillianna"," butler"," vic"," dartmouth"," 3123"," 36"," callabonna street"," "," 618 28855896"," 3327199"," 0"," NoRole",1231
"
rec-44663-org",rec-59397-org," afr"," f"," 29"," 19870708"," cpl"," flynn"," assefa"," vic"," portsea"," 4059"," 13"," balson place"," morocco"," 08 68321108"," 9426633"," 7"," NoRole",1232
"
rec-68996-org",rec-55648-org," chi"," f"," 31"," 19851009"," "," ethan"," da"," wa"," kardinya"," 6151"," 8"," newbigin place"," borambil"," 8 87291518"," 4989322"," 0"," NoRole",1233
"
rec-2443-org",rec-38670-org," ina"," f"," 36"," 19800103"," "," tynan"," tjandra"," wa"," orchid valley"," 4416"," 74"," allcott place"," goonahra"," 618 82035938"," 9947980"," 7"," NoRole",1234
"
rec-54969-org",rec-83841-org," usa"," f"," "," 19650602"," "," nicholas"," morin"," vic"," woodend"," 4216"," 49"," flora place"," "," 8 15939456"," 6171368"," 7"," NoRole",1235
"
rec-71160-org",rec-83515-org," eng"," f"," "," 19770127"," "," zarlia"," "," wa"," girrawheen"," 3150"," 9"," ross smith crescent"," bowan downs"," 08 36691813"," 9247057"," 1"," NoRole",1236
"
rec-88850-dup-0",rec-57745-org," iri"," f"," 30"," 19860213"," "," isabekld"," doherty"," vic"," nilma"," 4179"," 34"," brereton street"," "," "," 7086126"," 0"," NoRole",1237
"
rec-2969-dup-0",rec-7790-org," chi"," f"," 29"," 19870422"," "," judah"," swei"," qld"," chelmsford"," 3103"," 71"," enrigbt crescent"," heritage m bile village"," 3 32452127"," 9591237"," 8"," NoRole",1238
"
rec-25322-org",rec-85322-org," usa"," "," 20"," 19960429"," mr"," jasmine"," savory"," sa"," north adelaide"," 2074"," 5"," "," "," "," 5461838"," 2"," NoRole",1239
"
rec-73743-org",rec-86764-org," eng"," f"," 30"," 19860327"," "," joshua"," rutherfurd"," qld"," anakie"," 2575"," 11"," lochbuy street"," "," 613 24368193"," 3260277"," 4"," NoRole",1240
"
rec-1826-org",rec-7713-org," usa"," f"," 26"," 19901108"," mr"," bailey"," pollard"," vic"," chadstone"," 3805"," "," "," "," 8 41888626"," 5271511"," 9"," NoRole",1241
"
rec-4741-org",rec-87876-org," abo"," m"," 30"," 19860411"," "," brodee"," ofanengaue"," nsw"," berowra heights"," 6026"," 2"," macleay street"," summer hill"," "," 6370867"," 5"," NoRole",1242
"
rec-89824-org",rec-67111-org," eng"," f"," "," 19010723"," "," sachin"," gibb"," "," glenlyon"," 5710"," 6"," o'connor circuit"," maranui"," 04 34260332"," 8821209"," 5"," NoRole",1243
"
rec-47970-org",rec-99450-org," usa"," f"," 29"," 19870908"," ms"," shaun"," adams"," nsw"," macquarie park"," 3142"," 260"," barrow place"," "," 612 05423584"," 8457973"," 3"," NoRole",1244
"
rec-75054-org",rec-41777-org," ger"," f"," 5"," 20111031"," ms"," james"," zurbrugg"," vic"," russells bridge"," 3128"," 189"," kingscote crescent"," currumbin hill"," 8 60568125"," 7327653"," 6"," NoRole",1245
"
rec-84623-org",rec-54644-org," ger"," f"," 27"," 19890401"," dr"," chloe"," geisler"," qld"," barmaryee"," 2213"," 3"," kinchela crescent"," "," 3 43139689"," 1470762"," 3"," NoRole",1246
"
rec-23274-org",rec-11184-org," usa"," f"," 37"," 19790926"," pfc"," imogen"," clay"," nsw"," fairlight"," 6104"," 2"," leichhardt street"," "," 2 05226676"," 6526565"," 5"," NoRole",1247
"
rec-23803-dup-0",rec-256-org," ser"," m"," 12"," 20040709"," "," chloe"," vujevic"," sa"," paracombe"," 2261"," 21"," smalley kircuit"," raycrofd"," 07 99292833"," 2205813"," 6"," NoRole",1248
